device_id,device_type,firmware_version,connection_type,packet_count,avg_packet_size,bandwidth_usage_mb,failed_connection_attempts,unusual_port_access,protocol_type,login_attempts,encryption_used,anomaly_score,geo_location,traffic_spike_ratio,intrusion_label
D6082,Camera,v1.1,WiFi,12894,145,2869.96,4,0,TCP,0,1,0.317,South America,4.94,0
D6083,Camera,v2.1,5G,18118,1300,1814.91,8,0,UDP,29,1,0.638,Africa,3.81,0
D6084,Camera,v3.0,WiFi,8962,879,1760.98,9,1,TCP,28,0,0.001,Europe,1.23,0
D6085,Sensor,v2.0,WiFi,35979,583,3441.67,5,0,UDP,15,1,0.746,Asia,3.54,0
D6086,Router,v2.1,Ethernet,1790,197,2323.56,5,1,HTTP,23,1,0.869,North America,0.06,0
D6087,Camera,v1.0,WiFi,15840,510,3762.95,10,0,TCP,14,1,0.078,North America,4.93,0
D6088,Sensor,v1.0,Ethernet,47962,181,1996.88,16,0,UDP,14,1,0.431,Asia,3.07,0
D6089,Sensor,v2.1,5G,48743,1330,762.81,1,0,TCP,4,1,0.303,Asia,0.6,0
D6090,Camera,v2.1,Ethernet,23124,812,2312.12,8,0,TCP,18,1,0.947,Asia,2.49,0
D6091,Camera,v3.0,5G,20441,1237,4755.55,17,0,TCP,23,1,0.325,South America,4.7,0
D6092,Router,v2.1,WiFi,9256,709,4009.61,4,1,MQTT,10,1,0.581,Europe,4.25,0
D6093,Sensor,v2.0,WiFi,49532,442,1036.69,5,0,UDP,26,1,0.009,Europe,1.49,0
D6094,Sensor,v3.0,Ethernet,37314,671,1962.59,3,0,UDP,18,0,0.837,Asia,1.98,0
D6095,Smart Plug,v1.1,5G,31153,1029,4639.68,8,0,HTTP,23,1,0.029,Africa,4.27,0
D6096,Sensor,v2.0,WiFi,10258,588,627.26,4,0,UDP,20,1,0.569,Europe,4.5,0
D6097,Router,v3.0,Ethernet,2908,1204,1277.21,3,0,HTTP,23,1,0.741,Africa,4.57,0
D6098,Smart Plug,v3.0,Ethernet,5502,639,1318.49,8,0,MQTT,2,1,0.397,Europe,4.74,0
D6099,Smart Plug,v1.0,Ethernet,2064,1000,2858.96,17,0,HTTP,25,1,0.032,Africa,2.5,0
D6100,Smart Plug,v3.0,WiFi,17306,725,2059.56,10,0,HTTP,21,0,0.901,South America,4.31,0
D6101,Camera,v2.0,5G,9729,1404,408.55,15,0,MQTT,27,1,0.366,Europe,1.73,0
D6102,Camera,v2.1,WiFi,32437,939,3149.62,1,0,MQTT,21,0,0.466,Europe,4.19,0
D6103,Sensor,v2.0,WiFi,34929,75,504.4,15,0,MQTT,3,1,0.813,North America,1.74,1
D6104,Smart Plug,v1.1,5G,21659,1177,3036.01,18,0,TCP,20,1,0.661,Europe,3.04,1
D6105,Router,v3.0,Ethernet,3965,451,2539.97,9,0,UDP,15,1,0.325,North America,2.34,0
D6106,Camera,v3.0,WiFi,4394,146,2473.41,3,0,TCP,11,1,0.541,Asia,4.46,0
D6107,Router,v3.0,Ethernet,47039,1039,346.81,11,1,HTTP,27,1,0.094,North America,0.33,0
D6108,Router,v3.0,Ethernet,13065,459,3199.71,8,0,MQTT,6,1,0.481,Asia,4.74,0
D6109,Camera,v1.0,5G,12328,608,2162.29,12,0,MQTT,0,1,0.428,Europe,2.31,0
D6110,Camera,v1.0,5G,48519,724,2061.42,4,0,TCP,23,1,0.76,North America,2.41,1
D6111,Camera,v2.1,5G,31477,703,2986.29,1,0,HTTP,10,1,0.8,Asia,4.14,0
D6112,Camera,v3.0,Ethernet,49329,163,3035.18,2,0,UDP,14,1,0.872,North America,3.33,0
D6113,Smart Plug,v1.1,Ethernet,35027,520,85.02,7,0,HTTP,18,1,0.857,Asia,4.77,0
D6114,Smart Plug,v2.1,WiFi,12922,937,634.88,5,0,MQTT,22,1,0.998,North America,2.73,0
D6115,Smart Plug,v3.0,Ethernet,30170,391,1190.23,4,0,HTTP,14,1,0.707,Asia,2.79,0
D6116,Smart Plug,v1.0,5G,3287,787,3393.11,3,0,TCP,8,1,0.621,Africa,4.86,0
D6117,Sensor,v1.1,5G,7235,137,2887.94,19,1,HTTP,12,1,0.147,Europe,4.63,0
D6118,Smart Plug,v2.1,5G,13608,1183,3790.57,15,0,TCP,17,0,0.468,Europe,1.04,0
D6119,Camera,v1.1,5G,33657,155,3705.63,7,0,HTTP,28,1,0.43,North America,1.53,0
D6120,Router,v3.0,Ethernet,34190,393,4267.38,11,1,HTTP,25,1,0.735,Asia,3.13,1
D6121,Smart Plug,v2.0,5G,46255,238,1890.31,4,0,TCP,25,0,0.275,Africa,4.7,0
D6122,Sensor,v1.1,WiFi,39541,378,1731.87,4,0,TCP,22,1,0.871,Europe,2.82,1
D6123,Camera,v1.1,Ethernet,39984,560,4156.77,12,0,UDP,16,0,0.22,North America,3.66,0
D6124,Router,v1.0,5G,26167,1356,1195.63,10,0,UDP,4,1,0.484,Europe,0.47,0
D6125,Router,v3.0,WiFi,18143,491,2311.25,10,0,HTTP,26,1,0.944,Africa,2.61,0
D6126,Smart Plug,v1.1,5G,30672,98,979.69,18,0,MQTT,15,1,0.344,Europe,0.74,0
D6127,Router,v3.0,Ethernet,9607,182,4570.07,6,0,MQTT,6,1,0.728,South America,1.3,0
D6128,Smart Plug,v1.0,Ethernet,3162,1458,2044.94,16,0,UDP,29,1,0.336,Africa,0.83,1
D6129,Smart Plug,v3.0,WiFi,24800,988,1070.31,4,0,UDP,20,1,0.514,Asia,0.83,0
D6130,Camera,v1.0,Ethernet,18554,1396,3463.15,5,0,HTTP,4,1,0.776,Africa,4.96,0
D6131,Camera,v1.0,WiFi,10968,1444,1230.78,17,0,TCP,21,0,0.815,North America,1.49,0
D6132,Sensor,v2.1,5G,2653,1463,4718.08,17,0,TCP,25,0,0.842,Asia,2.83,0
D6133,Camera,v3.0,Ethernet,29653,891,1844.41,8,0,TCP,25,0,0.1,Europe,0.1,0
D6134,Camera,v2.0,5G,28611,1192,3326.56,17,0,MQTT,10,1,0.855,Africa,4.03,0
D6135,Smart Plug,v2.1,5G,17528,453,1732.77,18,0,MQTT,15,0,0.146,Asia,3.4,0
D6136,Camera,v1.0,Ethernet,42847,239,4038.16,16,0,MQTT,29,1,0.273,Europe,1.14,1
D6137,Smart Plug,v2.0,5G,6057,169,4485.64,8,0,MQTT,29,1,0.971,Africa,0.18,0
D6138,Smart Plug,v1.1,WiFi,44595,655,3941.71,0,0,TCP,26,1,0.144,Asia,1.37,0
D6139,Camera,v1.1,WiFi,4678,1250,4244.01,19,0,HTTP,21,1,0.251,North America,3.14,1
D6140,Sensor,v2.1,WiFi,38489,977,518.39,17,0,HTTP,25,1,0.336,Europe,0.08,0
D6141,Sensor,v2.0,Ethernet,34834,1354,4621.08,12,0,MQTT,12,1,0.806,Europe,0.38,0
D6142,Router,v3.0,5G,10648,1366,3125.26,7,0,MQTT,1,1,0.321,North America,2.05,0
D6143,Router,v2.0,5G,21453,1390,4347.4,13,0,TCP,11,1,0.826,North America,0.88,0
D6144,Camera,v2.1,5G,46732,1018,3425.34,2,1,TCP,11,1,0.206,North America,3.16,1
D6145,Sensor,v3.0,5G,18734,1016,1017.22,3,1,HTTP,9,0,0.601,Asia,0.87,0
D6146,Smart Plug,v3.0,WiFi,11779,924,3051.68,10,0,UDP,26,1,0.96,North America,4.97,0
D6147,Router,v1.1,Ethernet,47843,190,463.82,6,0,HTTP,25,1,0.041,South America,2.18,0
D6148,Smart Plug,v2.0,WiFi,24817,1333,3481.66,4,0,HTTP,12,1,0.909,Asia,0.74,0
D6149,Router,v3.0,WiFi,47035,887,2050.92,1,0,HTTP,11,1,0.165,North America,0.37,0
D6150,Camera,v2.1,Ethernet,25679,297,767.15,5,0,TCP,24,1,0.581,North America,2.1,0
D6151,Sensor,v1.1,Ethernet,26830,730,4896.36,19,0,MQTT,18,1,0.049,South America,4.05,0
D6152,Router,v3.0,WiFi,34882,994,4506.41,4,0,TCP,16,1,0.571,Africa,2.19,0
D6153,Sensor,v2.0,5G,4724,200,4468.78,14,0,MQTT,26,0,0.615,North America,0.71,0
D6154,Smart Plug,v1.1,Ethernet,23203,619,3946.21,10,0,UDP,15,1,0.808,Europe,2.44,0
D6155,Camera,v2.0,Ethernet,25644,822,3462.99,4,0,UDP,16,1,0.416,North America,1.69,1
D6156,Sensor,v2.0,WiFi,28634,1236,3278.85,17,0,UDP,24,1,0.916,Asia,2.51,0
D6157,Camera,v2.0,5G,38736,119,539.41,7,0,MQTT,5,1,0.37,Asia,1.96,0
D6158,Sensor,v1.1,Ethernet,47494,419,4503.83,10,0,HTTP,22,1,0.092,North America,3.24,0
D6159,Smart Plug,v3.0,WiFi,33672,1344,4406.83,16,0,MQTT,17,1,0.387,Asia,4.02,0
D6160,Smart Plug,v1.0,Ethernet,28660,986,3741.78,13,1,UDP,10,1,0.306,Europe,4.43,0
D6161,Camera,v3.0,5G,33535,876,4637.3,1,0,HTTP,29,1,0.446,North America,3.71,1
D6162,Smart Plug,v1.1,WiFi,33252,1150,2769.89,6,0,UDP,11,1,0.2,Europe,1.78,0
D6163,Router,v1.0,WiFi,44184,1150,2243.74,17,0,MQTT,16,1,0.37,South America,2.24,0
D6164,Sensor,v1.0,5G,19738,869,4840.06,0,0,HTTP,1,1,0.886,Africa,3.21,0
D6165,Smart Plug,v1.0,WiFi,36308,1116,2326.01,14,0,MQTT,12,1,0.652,South America,1.1,0
D6166,Router,v2.1,5G,16496,663,3210.21,0,0,MQTT,18,1,0.198,North America,3.51,0
D6167,Camera,v1.1,WiFi,40594,631,1871.58,16,0,MQTT,18,1,0.053,Africa,3.25,0
D6168,Router,v2.1,5G,44067,1387,3185.27,6,0,HTTP,23,0,0.217,North America,3.28,0
D6169,Camera,v1.0,Ethernet,26883,768,3603.29,15,0,UDP,3,1,0.409,Africa,1.67,0
D6170,Camera,v2.1,Ethernet,5503,675,3127.03,1,0,UDP,0,1,0.367,North America,3.01,0
D6171,Sensor,v2.1,Ethernet,23938,1302,2577.67,14,0,HTTP,1,1,0.848,Africa,0.99,1
D6172,Sensor,v1.1,WiFi,39019,204,1507.55,19,0,TCP,24,0,0.586,Europe,0.95,0
D6173,Router,v2.0,5G,12459,624,3222.79,10,0,HTTP,17,1,0.842,Asia,3.84,0
D6174,Sensor,v2.1,5G,48095,562,4543.06,1,1,TCP,11,1,0.999,North America,1.9,0
D6175,Sensor,v2.1,Ethernet,22714,690,44.49,10,0,MQTT,8,1,0.29,South America,2.72,0
D6176,Sensor,v1.0,Ethernet,10157,565,678.31,15,0,UDP,4,1,0.477,South America,1.46,0
D6177,Router,v1.0,Ethernet,200,804,607.67,1,0,MQTT,15,1,0.706,North America,1.18,0
D6178,Smart Plug,v1.0,5G,28755,827,4616.79,18,0,TCP,3,0,0.512,Europe,3.9,1
D6179,Sensor,v3.0,Ethernet,5078,1278,3317.11,15,0,HTTP,19,1,0.327,North America,3.97,0
D6180,Sensor,v2.1,WiFi,42372,738,4759.42,7,0,MQTT,2,1,0.816,Africa,4.18,0
D6181,Router,v1.0,Ethernet,11088,112,2918.24,19,0,HTTP,17,1,0.892,Asia,4.27,0
D6182,Smart Plug,v1.1,Ethernet,14631,1450,2314.05,4,0,HTTP,7,1,0.278,Europe,2.06,0
D6183,Sensor,v3.0,5G,39402,690,3963.79,7,0,TCP,21,1,0.281,Asia,4.04,0
D6184,Camera,v2.0,WiFi,49701,743,813.1,13,0,HTTP,24,1,0.567,South America,1.73,0
D6185,Router,v2.1,5G,11731,340,1912.88,13,1,TCP,1,0,0.816,Asia,0.26,0
D6186,Sensor,v2.1,WiFi,11793,110,2336.71,17,0,HTTP,11,1,0.52,Asia,3.45,0
D6187,Sensor,v1.1,WiFi,36035,989,1499.31,4,0,HTTP,0,1,0.06,North America,0.99,0
D6188,Camera,v2.0,Ethernet,38248,279,1862.72,9,0,HTTP,23,1,0.295,South America,2.26,0
D6189,Camera,v2.0,Ethernet,13923,293,399.74,14,0,UDP,23,1,0.503,Asia,0.82,0
D6190,Router,v3.0,5G,24796,386,997.94,12,0,HTTP,20,0,0.737,Africa,1.96,0
D6191,Router,v2.1,5G,11729,288,1684.13,8,0,MQTT,17,1,0.775,Asia,4.42,0
D6192,Camera,v1.0,5G,3956,1374,3981.49,8,0,UDP,9,1,0.752,North America,3.07,1
D6193,Router,v1.1,WiFi,31151,109,920.66,18,1,TCP,20,1,0.095,Europe,0.74,0
D6194,Camera,v1.1,5G,1175,1101,1739.74,8,0,HTTP,7,0,0.616,Europe,3.63,0
D6195,Sensor,v1.1,WiFi,48623,696,333.95,4,0,TCP,29,0,0.425,Europe,4.24,0
D6196,Camera,v1.1,WiFi,20897,438,2789.95,5,1,MQTT,29,0,0.314,Africa,0.83,0
D6197,Camera,v1.0,WiFi,43782,766,3060.14,9,0,MQTT,3,1,0.828,Asia,3.72,0
D6198,Smart Plug,v1.0,WiFi,33569,1050,4328.93,9,0,MQTT,29,1,0.358,South America,2.75,0
D6199,Camera,v3.0,WiFi,36216,396,4097.39,5,0,MQTT,17,1,0.183,Asia,3.02,1
D6200,Camera,v2.1,Ethernet,8285,229,1434.04,0,0,HTTP,2,1,0.696,Europe,4.7,0
D6201,Smart Plug,v1.0,WiFi,27941,570,693.4,19,0,TCP,2,1,0.136,Europe,0.18,0
D6202,Router,v3.0,WiFi,6936,180,788.86,12,1,TCP,24,0,0.294,South America,3.19,0
D6203,Smart Plug,v2.0,Ethernet,46172,1006,4845.13,7,1,TCP,28,1,0.444,Asia,0.41,0
D6204,Sensor,v2.1,Ethernet,24696,699,3369.4,12,0,UDP,11,1,0.142,Europe,3.95,0
D6205,Smart Plug,v1.0,Ethernet,43506,1391,222.43,5,0,UDP,18,1,0.287,South America,4.48,0
D6206,Sensor,v2.0,5G,22318,520,692.53,18,1,HTTP,16,1,0.642,North America,0.43,0
D6207,Router,v3.0,5G,35117,932,2434.14,11,0,UDP,22,1,0.557,Europe,0.13,1
D6208,Smart Plug,v1.0,WiFi,10805,1358,1047.07,14,0,MQTT,16,0,0.844,North America,4.78,0
D6209,Smart Plug,v1.0,WiFi,19706,279,4020.26,7,0,HTTP,21,1,0.141,Asia,4.63,0
D6210,Router,v2.0,WiFi,21475,176,2870.35,10,0,HTTP,25,1,0.864,Africa,4.62,0
D6211,Sensor,v1.0,WiFi,42242,1103,3067.03,8,0,HTTP,3,1,0.076,Asia,4.7,0
D6212,Smart Plug,v1.1,Ethernet,27033,279,2319.5,18,0,TCP,6,1,0.743,Africa,2.5,0
D6213,Sensor,v1.0,5G,8218,490,1287.75,10,0,UDP,22,0,0.207,South America,4.88,0
D6214,Smart Plug,v2.1,Ethernet,35419,1222,2951.12,5,1,MQTT,6,0,0.903,Africa,4.46,0
D6215,Camera,v2.0,5G,26749,1130,3587.68,14,0,HTTP,29,1,0.042,South America,0.49,0
D6216,Smart Plug,v2.1,Ethernet,45418,827,1861.03,16,0,MQTT,21,1,0.58,Europe,4.06,0
D6217,Router,v3.0,WiFi,2314,347,2529.67,11,1,HTTP,6,1,0.013,Asia,3.56,1
D6218,Router,v2.1,5G,8634,897,4200.02,1,0,MQTT,7,0,0.736,South America,0.67,0
D6219,Sensor,v1.1,WiFi,49969,1185,751.92,3,1,TCP,18,1,0.034,Asia,3.69,0
D6220,Smart Plug,v1.1,5G,35328,1147,2730.67,2,0,MQTT,20,1,0.727,Asia,2.42,0
D6221,Sensor,v2.1,5G,44796,293,1748.58,1,0,UDP,29,1,0.809,South America,4.27,0
D6222,Sensor,v3.0,WiFi,3355,448,3516.95,18,0,MQTT,25,1,0.896,South America,4.09,0
D6223,Camera,v1.0,WiFi,27941,222,103.86,4,0,HTTP,26,1,0.359,Africa,4.71,0
D6224,Camera,v1.1,WiFi,5434,887,3355.66,16,0,HTTP,8,1,0.543,Europe,0.38,0
D6225,Router,v2.1,Ethernet,12381,534,523.46,15,0,TCP,23,1,0.734,Europe,3.55,0
D6226,Sensor,v2.1,5G,39698,271,333.19,15,0,TCP,21,1,0.821,North America,1.89,1
D6227,Router,v2.1,5G,40622,237,3625.87,11,0,HTTP,28,1,0.783,Africa,3.88,0
D6228,Smart Plug,v1.0,5G,39808,1168,3205.31,3,0,HTTP,8,1,0.848,Africa,3.01,0
D6229,Sensor,v2.0,WiFi,30797,1105,4475.73,16,0,MQTT,13,1,0.898,Asia,2.48,0
D6230,Sensor,v3.0,5G,10822,1080,2603.08,18,1,HTTP,25,0,0.65,Asia,0.02,0
D6231,Smart Plug,v2.0,5G,36500,771,2654.82,1,0,TCP,28,1,0.174,South America,3.04,0
D6232,Smart Plug,v3.0,WiFi,16129,1378,3538.02,4,1,TCP,20,1,0.833,North America,2.1,1
D6233,Router,v3.0,WiFi,114,1447,1623.75,0,0,UDP,17,0,0.463,Asia,1.66,0
D6234,Router,v2.1,5G,44449,1366,194.19,13,0,UDP,8,1,0.051,Africa,4.94,0
D6235,Smart Plug,v1.1,Ethernet,47025,1038,1157.93,8,0,HTTP,29,1,0.626,North America,3.5,0
D6236,Router,v2.1,WiFi,11606,460,1197.69,16,1,MQTT,4,1,0.727,Africa,2.7,0
D6237,Smart Plug,v1.0,Ethernet,8308,1037,1684.94,11,0,HTTP,7,0,0.458,Africa,4.34,0
D6238,Sensor,v3.0,Ethernet,27257,829,4717.88,19,0,TCP,23,1,0.507,Africa,1.14,0
D6239,Sensor,v1.1,Ethernet,10071,1229,4026.17,11,0,TCP,3,1,0.55,Europe,3.1,0
D6240,Camera,v3.0,Ethernet,41140,740,4680.42,14,0,TCP,19,1,0.252,Africa,4.3,0
D6241,Sensor,v3.0,WiFi,23283,580,4993.06,15,0,HTTP,13,1,0.374,Europe,0.62,0
D6242,Smart Plug,v2.1,5G,23063,1338,2174.56,17,0,HTTP,16,1,0.807,Asia,1.18,0
D6243,Router,v1.1,5G,35947,725,1143.1,13,1,UDP,20,0,0.03,Africa,0.41,0
D6244,Camera,v1.1,WiFi,8227,1324,2804.42,11,0,TCP,15,1,0.557,South America,4.96,0
D6245,Router,v3.0,WiFi,42078,1219,4406.86,10,0,UDP,8,1,0.032,South America,2.9,0
D6246,Smart Plug,v1.1,Ethernet,47882,369,2334.0,14,1,TCP,27,0,0.202,Europe,2.45,0
D6247,Sensor,v1.1,Ethernet,15746,421,2531.94,7,0,UDP,4,0,0.373,Europe,1.69,0
D6248,Camera,v2.1,WiFi,25455,1372,680.85,16,1,HTTP,4,1,0.186,North America,2.25,0
D6249,Smart Plug,v2.0,5G,18308,1380,2108.07,7,0,MQTT,29,1,0.849,Africa,3.88,0
D6250,Camera,v1.0,Ethernet,22813,1250,1941.1,3,0,MQTT,5,1,0.87,Africa,4.58,0
D6251,Camera,v2.0,WiFi,32367,482,1764.93,9,0,TCP,5,1,0.153,Africa,0.52,0
D6252,Sensor,v1.1,WiFi,3964,705,4437.62,5,1,HTTP,7,1,0.892,Africa,1.5,0
D6253,Smart Plug,v3.0,WiFi,10761,570,305.91,5,1,TCP,15,1,0.23,North America,0.95,0
D6254,Router,v1.0,Ethernet,32659,1449,4861.01,16,0,UDP,13,1,0.012,Asia,2.18,0
D6255,Camera,v1.0,WiFi,10422,375,51.15,7,0,HTTP,0,1,0.737,Europe,2.65,0
D6256,Camera,v3.0,5G,6810,767,4728.51,12,1,UDP,15,1,0.518,Europe,3.61,0
D6257,Router,v1.0,WiFi,31462,308,2744.76,14,1,UDP,14,1,0.498,South America,4.38,0
D6258,Smart Plug,v3.0,Ethernet,32480,540,3515.2,3,0,TCP,4,0,0.003,Africa,2.71,0
D6259,Camera,v1.0,5G,41384,678,943.79,14,0,UDP,8,1,0.979,Europe,2.44,0
D6260,Camera,v2.0,5G,14486,499,3274.52,13,1,TCP,2,1,0.833,South America,2.88,0
D6261,Camera,v1.0,WiFi,13438,313,4410.97,10,0,UDP,26,1,0.967,North America,4.44,0
D6262,Smart Plug,v2.1,WiFi,15416,1109,706.01,19,0,TCP,6,1,0.244,South America,3.24,0
D6263,Smart Plug,v3.0,5G,24563,540,644.14,16,1,UDP,6,0,0.604,Africa,3.94,0
D6264,Router,v1.0,WiFi,10303,574,1526.85,9,0,UDP,15,1,0.747,South America,3.6,0
D6265,Smart Plug,v3.0,Ethernet,4988,1423,817.01,5,1,UDP,27,1,0.803,Africa,4.62,0
D6266,Smart Plug,v2.1,5G,28292,837,562.12,5,0,TCP,27,1,0.782,North America,4.08,1
D6267,Sensor,v1.0,WiFi,11425,1429,3394.81,0,0,HTTP,25,1,0.572,North America,1.71,0
D6268,Router,v1.0,5G,19188,1425,1076.99,4,0,MQTT,2,1,0.032,North America,4.27,0
D6269,Camera,v2.1,WiFi,9486,987,3338.4,3,0,MQTT,14,1,0.994,South America,2.34,0
D6270,Smart Plug,v2.1,WiFi,48513,1129,4311.03,10,0,TCP,6,1,0.115,Africa,4.24,0
D6271,Camera,v2.1,Ethernet,39128,137,3263.6,16,0,TCP,2,1,0.181,Europe,4.53,0
D6272,Camera,v3.0,WiFi,11367,872,605.64,6,0,MQTT,15,1,0.824,Africa,3.43,0
D6273,Sensor,v2.1,WiFi,31909,894,2872.15,19,0,HTTP,5,1,0.101,South America,3.59,0
D6274,Smart Plug,v3.0,WiFi,15519,1109,1974.21,2,1,HTTP,7,1,0.213,North America,0.71,0
D6275,Router,v2.0,Ethernet,25580,283,1723.42,1,0,MQTT,15,0,0.02,Asia,1.62,0
D6276,Smart Plug,v1.0,WiFi,45954,142,1599.47,7,0,UDP,23,0,0.157,Europe,2.79,0
D6277,Camera,v1.0,WiFi,3004,298,4647.87,4,0,UDP,5,1,0.659,Africa,0.02,0
D6278,Router,v1.1,WiFi,44360,220,3715.11,4,0,TCP,15,1,0.361,Africa,4.24,0
D6279,Smart Plug,v2.0,5G,33991,390,677.91,9,0,MQTT,1,1,0.135,Asia,1.85,0
D6280,Camera,v2.1,Ethernet,13530,1201,2385.27,11,0,MQTT,0,1,0.264,North America,3.62,0
D6281,Camera,v2.1,5G,15099,705,1597.93,16,1,TCP,18,1,0.754,Asia,3.85,0
D6282,Sensor,v2.0,Ethernet,23419,684,4889.91,13,0,HTTP,13,0,0.557,North America,2.74,0
D6283,Sensor,v2.1,Ethernet,20800,1048,4890.36,4,1,HTTP,18,0,0.476,Africa,3.95,0
D6284,Sensor,v1.1,5G,27733,1362,1604.48,4,0,MQTT,22,0,0.047,North America,3.41,0
D6285,Camera,v3.0,Ethernet,19208,1468,1767.04,5,0,UDP,3,1,0.512,Europe,1.8,0
D6286,Smart Plug,v1.0,Ethernet,40989,1107,3001.08,14,0,MQTT,1,0,0.482,South America,4.08,0
D6287,Sensor,v2.0,5G,24155,1296,2401.74,4,1,MQTT,1,1,0.443,South America,3.18,0
D6288,Smart Plug,v1.0,WiFi,18742,669,1073.37,7,1,UDP,11,1,0.487,North America,0.8,1
D6289,Sensor,v3.0,Ethernet,3746,927,3305.46,0,0,MQTT,22,0,0.074,Africa,3.86,0
D6290,Router,v2.0,5G,13273,812,1677.3,2,0,HTTP,23,1,0.933,Africa,3.38,0
D6291,Router,v3.0,Ethernet,7125,1247,3272.05,18,0,HTTP,10,1,0.306,North America,1.42,0
D6292,Sensor,v2.1,5G,12649,978,1924.57,14,0,UDP,20,1,0.653,Asia,4.21,0
D6293,Camera,v2.1,WiFi,14953,962,3504.05,3,1,HTTP,17,1,0.359,Asia,1.87,0
D6294,Sensor,v2.1,Ethernet,41857,1061,3342.32,1,1,UDP,18,1,0.328,Asia,2.76,0
D6295,Sensor,v3.0,WiFi,30052,923,2548.98,16,0,UDP,16,1,0.725,Africa,1.72,1
D6296,Camera,v3.0,WiFi,11426,636,3526.65,11,0,MQTT,25,1,0.419,North America,3.62,0
D6297,Router,v3.0,5G,3563,101,2310.22,19,0,UDP,3,1,0.616,North America,2.91,0
D6298,Smart Plug,v1.0,Ethernet,27263,181,589.53,7,0,HTTP,22,0,0.274,Africa,2.35,0
D6299,Sensor,v3.0,Ethernet,32700,453,918.71,4,0,HTTP,25,1,0.265,North America,0.1,0
D6300,Camera,v2.1,Ethernet,47256,743,1237.51,9,0,TCP,11,1,0.199,Europe,3.04,0
D6301,Sensor,v1.1,Ethernet,14175,440,325.51,18,0,HTTP,24,1,0.301,Asia,3.11,1
D6302,Camera,v3.0,Ethernet,28809,912,3559.79,8,0,MQTT,2,1,0.065,North America,0.91,0
D6303,Smart Plug,v1.1,5G,43415,439,1843.28,15,0,UDP,15,1,0.078,Africa,1.66,1
D6304,Smart Plug,v2.1,Ethernet,37809,658,476.68,0,0,HTTP,3,1,0.853,North America,4.39,0
D6305,Router,v3.0,WiFi,16110,810,4101.59,14,1,TCP,27,1,0.28,Africa,2.75,0
D6306,Camera,v1.0,WiFi,997,1129,3421.43,1,1,TCP,5,0,0.538,North America,2.18,0
D6307,Camera,v1.0,Ethernet,41112,521,2266.6,13,0,UDP,0,1,0.496,South America,4.68,0
D6308,Router,v1.1,5G,705,1217,1244.65,15,0,HTTP,4,1,0.634,Europe,4.06,0
D6309,Router,v1.0,5G,36545,1115,767.21,9,0,HTTP,9,1,0.648,South America,0.49,0
D6310,Camera,v1.0,Ethernet,37415,804,2297.29,11,0,TCP,13,1,0.367,North America,4.29,0
D6311,Router,v1.0,WiFi,8752,692,4427.38,12,0,HTTP,4,1,0.133,Africa,0.75,0
D6312,Smart Plug,v2.1,Ethernet,32329,389,950.09,19,0,HTTP,9,1,0.177,North America,0.87,0
D6313,Sensor,v1.0,Ethernet,30630,682,2847.61,8,1,UDP,24,1,0.359,Africa,0.38,0
D6314,Smart Plug,v2.0,Ethernet,38124,388,4808.81,1,1,HTTP,8,1,0.56,Asia,2.41,0
D6315,Router,v3.0,5G,49201,1247,3189.21,18,0,HTTP,12,1,0.614,Asia,3.22,0
D6316,Camera,v1.0,5G,20514,579,2205.42,14,0,TCP,16,1,0.932,North America,3.77,1
D6317,Camera,v1.0,WiFi,28003,809,3584.7,14,0,MQTT,18,0,0.305,Asia,0.13,0
D6318,Smart Plug,v1.0,WiFi,14830,1341,4124.64,0,0,HTTP,28,1,0.109,North America,0.89,0
D6319,Camera,v2.0,Ethernet,38024,311,2956.68,17,0,UDP,19,0,0.538,Asia,3.11,0
D6320,Router,v1.0,WiFi,38641,1440,4360.44,6,0,TCP,27,1,0.067,Europe,2.63,1
D6321,Smart Plug,v1.0,Ethernet,27998,461,2577.81,9,0,TCP,0,1,0.166,South America,0.26,0
D6322,Camera,v3.0,WiFi,43754,645,4151.84,8,0,UDP,8,1,0.554,Asia,4.68,0
D6323,Sensor,v2.0,Ethernet,16030,266,4760.58,18,0,MQTT,17,1,0.924,Europe,3.79,1
D6324,Sensor,v2.0,5G,3618,1389,2511.2,10,1,HTTP,4,0,0.196,South America,1.79,0
D6325,Router,v1.0,Ethernet,31082,1235,3028.96,3,0,HTTP,13,1,0.362,Africa,2.68,0
D6326,Camera,v2.0,5G,6875,284,3051.24,0,0,UDP,28,1,0.443,South America,1.87,0
D6327,Router,v1.1,5G,24090,930,3909.36,11,0,TCP,18,0,0.953,South America,2.28,1
D6328,Smart Plug,v2.0,WiFi,5478,326,4116.6,0,0,UDP,14,0,0.736,Europe,2.98,0
D6329,Sensor,v2.0,WiFi,46502,359,145.87,16,0,MQTT,3,0,0.332,North America,1.99,0
D6330,Smart Plug,v2.0,5G,39541,1402,3669.46,19,0,TCP,3,1,0.271,Europe,3.1,0
D6331,Camera,v2.1,Ethernet,6544,1083,3921.24,8,0,MQTT,26,1,0.519,South America,2.33,0
D6332,Router,v2.1,Ethernet,14276,355,3505.14,7,0,MQTT,17,1,0.381,South America,3.29,0
D6333,Router,v2.1,WiFi,25160,747,3571.34,3,0,TCP,26,1,0.617,Europe,1.31,0
D6334,Router,v2.0,Ethernet,9479,939,216.6,7,0,MQTT,17,0,0.535,Asia,0.86,0
